,drug_name,generic_code,global_name,drug_type,how_to_use,license_owner,license_expire,price,unit_price,GTIN,IRC,count_per_package,package_image,drug_image,usage,effect_process,farmakokintik,warnings,side_effects,Interference,advices,drug_url
170,REQUIP,18084,ROPINIROLE (AS HYDROCHLORIDE) TABLET ORAL 0.25 mg,TABLET,ORAL,Gsk,1395/07/07,"[{'insurance': 'niro_mosalah', 'MinPrice': 1573, 'MaxPrice': 1573}]",0,08470006905630,1078461457741731,84 MILLIGRAM in 1 BLISTER PACK,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,اين دارو براي درمان علائم بيماري پاركينسون ايديوپاتيك به ¬كار می¬رود.,,,"1- در صورت وجود توهم یا کاهش فشار خون با احتياط كامل مصرف شود.‌ 
2- بيمار از نظر علائم کاهش فشار خون وضعيتي بايد تحت مراقبت باشد.","1- در صورت وجود توهم یا کاهش فشار خون با احتياط كامل مصرف شود.‌ 
2- بيمار از نظر علائم کاهش فشار خون وضعيتي بايد تحت مراقبت باشد.",مصرف همزمان اين دارو با لوودوپا باعث تشديد اثر دوپامينرژيك می¬شود. مصرف همزمان آنتاگونيست¬هاي دوپامين (مثل ‌هالوپريدول، متوكلوپراميد،‌ فنوتيازين¬ها، تيوگزانتن¬ها) اثر اين دارو را كاهش مي¬دهد. همچنين دارو‌هاي مهاركننده ايزوآنزيم های کبدی باعث كاهش متابوليسم دارو خواهند شد و لذا بايد تعديل مقدار در مصرف همزمان اين دارو‌ها صورت گيرد. سيگار كشيدن باعث افزايش متابوليسم اين دارو می¬شود. استروژن¬ها باعث كاهش كليرانس روپينيرول مي¬شوند.,"1- در صورت مصرف همزمان با لوودوپا، مقدار مصرف لوودوپا را بايد كاهش داد.
2- قطع مصرف دارو بايد به ¬تدريج و در يك دوره يك هفته¬اي انجام شود. براي قطع مصرف دارو بايد تعداد دفعات مصرف دارو در روز به دو بار (براي 4 روز) و بعد به یک¬ بار (براي 3 روز) تقليل يابد تا نهايتاً مصرف دارو قطع شود.
3- براي كاهش احتمال تهوع، دارو بايد با غذا مصرف شود.
4- به¬ دليل خواب¬آلودگي، گيجي يا عدم تعادل، تاري ديد و ضعف هنگام رانندگي يا كار با ماشين¬آلاتي كه نياز به هوشياري دارند بايد احتياط شود.",https://irc.fda.gov.ir/NFI/Detail/15029
171,"3,4 DIAMINOPYRIDINE",19438,AMIFAMPRIDINE TABLET ORAL 20 mg,TABLET,ORAL,Durbin Plc,1395/07/07,"[{'insurance': 'niro_mosalah', 'MinPrice': 1853, 'MaxPrice': 1853}]",0,08699546090303,4131780735301408,100 Amb a 1 units in 1 BOTTLE,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15064
172,PULMOZYME,50107,DORNASE ALFA (DESOXYRIBONUCLEASE) SOLUTION RESPIRATORY 1 mg/1mL 2.5MILLILITER,SOLUTION,RESPIRATORY,Roche,1395/09/04,"[{'insurance': 'tamin', 'MinPrice': 1918400, 'MaxPrice': 2153000}, {'insurance': 'niro_mosalah', 'MinPrice': 1870, 'MaxPrice': 1870}]",0,08699546090303,6409860818239641,3 VIAL in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15248
173,AMYL NITRITE,17247,AMYL NITRITE INHALANT RESPIRATORY   0.3MILLILITER,INHALANT,RESPIRATORY,James Alexander Co,1398/07/28,"[{'insurance': 'tamin', 'MinPrice': 450000, 'MaxPrice': 528500}, {'insurance': 'niro_mosalah', 'MinPrice': 990000, 'MaxPrice': 990000}]",333500,06261329602373,9288744341149050,1 BOX in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15118
174,SPRYCEL,50358,DASATINIB TABLET ORAL 70 mg,TABLET,ORAL,Bristol-myers Squibb,1395/08/25,"[{'insurance': 'tamin', 'MinPrice': 1500000, 'MaxPrice': 4293000}, {'insurance': 'niro_mosalah', 'MinPrice': 6000, 'MaxPrice': 6000}]",0,04987155111118,8654971286142976,4 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15304
175,RANEXA,12847,"RANOLAZINE TABLET, EXTENDED RELEASE ORAL 500 mg","TABLET, EXTENDED RELEASE",ORAL,Menarini,1395/07/20,"[{'insurance': 'niro_mosalah', 'MinPrice': 199000, 'MaxPrice': 199000}]",0,04987155111118,1809691491865415,2 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15340
176,JEVTANA,50097,"CABAZITAXEL INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 40 mg/1mL 1.5MILLILITER","INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,Sanofi-aventis,1395/08/13,"[{'insurance': 'tamin', 'MinPrice': 10700, 'MaxPrice': 12300}, {'insurance': 'niro_mosalah', 'MinPrice': 1632500, 'MaxPrice': 1632500}]",0,08906044981027,6633082062446629,60 MILLIGRAM in 1 VIAL,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15443
177,SERETIDE,15157,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/125 ug/1{dose} 120DOSE","AEROSOL, METERED",RESPIRATORY,Glaxosmithkline Llc,1397/06/19,"[{'insurance': 'niro_mosalah', 'MinPrice': 70000, 'MaxPrice': 70000}]",500000,06267325500835,9850745488376928,125 MICROGRAM in 1 INHALER,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,تركيب سالمترول و فلوتيكازون در درمان نگه‌دارنده و طولانی‌مدت آسم و نيز بيماري‎‌هاي برگشت‎پذير انسدادي مجاري هوايي در بيماران با سن 4 سال يا بزرگ‌تر كاربرد دارد.,,,"1- مصرف تركيب سالمترول-فلوتيكازون در مادران شيرده مي‎بايست بااحتیاط فراوان صورت گيرد.
2- به دلیل احتمال بروز تأخیر در رشد كودكان مصرف دارو در كودكان بايد با احتياط و با پايش بيمار صورت گيرد.
3- در سالمندان،  بيماران مشكوك يا مبتلا به سل و در موارد عفونت‌های درمان‌نشده،  بيماران مبتلا به آريتمي‎‌هاي قلبي، عدم‌کفایت عروق كرونر، فشارخون بالا، تشنج (يا صرع) و تيروتوكسيكوز با احتیاط فراوان مصرف شود.","1- مصرف تركيب سالمترول-فلوتيكازون در مادران شيرده مي‎بايست بااحتیاط فراوان صورت گيرد.
2- به دلیل احتمال بروز تأخیر در رشد كودكان مصرف دارو در كودكان بايد با احتياط و با پايش بيمار صورت گيرد.
3- در سالمندان،  بيماران مشكوك يا مبتلا به سل و در موارد عفونت‌های درمان‌نشده،  بيماران مبتلا به آريتمي‎‌هاي قلبي، عدم‌کفایت عروق كرونر، فشارخون بالا، تشنج (يا صرع) و تيروتوكسيكوز با احتیاط فراوان مصرف شود.",مصرف همزمان ضدافسردگي‎‌هاي سه حلقه‌ای و مهاركننده‎‌هاي آنزيم مونوآمين اكسيداز با فرآورده‎‌هاي حاوي سالمترول باعث تشديد اثرات بتا آگونيست بر روي سيستم عروقي می‌شود. اين تداخل تا 2 هفته پس از قطع مصرف دارو‌هاي ضدافسردگي نيز می‌تواند روي دهد. بتابلوكر‌ها به‌خصوص انواع غیرانتخابی می‌توانند باعث مهار اثر بتا آگونيستي سالمترول و نيز تشديد برونكواسپام بيمار آسمي شوند. مدر‌هاي دفع‌کننده پتاسيم و مدر‌هاي تيازيدي می‌توانند باعث تشديد هيپوكالمي و اثرات قلبي-عروقي شوند. مهاركننده‎‌هاي سيستم سيتوكروم اکسیداز کبدی باعث افزايش غلظت پلاسمايي این دارو مي‌شوند.,"1- رشد كودكان مصرف‌کننده اين دارو  به‌طور مرتب تحت نظر قرار داده شود.
2- اين دارو براي كنترل بيماري آسم و پيشگيري از حملات آسم تجویزشده است از مصرف آن براي تسكين حمله آسم اجتناب شود. براي تسكين حملات همواره اسپري سريع‎الاثر سالبوتامول به همراه بیمار باشد.
3- اگر علائم آسم بیمار بهبود نيافته و مجبور به استفاده مكرر از اسپري سريع‎الاثر سالبوتامول خود براي تسكين حملات آسم هست، اين يك هشدارها براي خروج بيماري از كنترل بوده، سريعاً به پزشك مراجعه شود.",https://irc.fda.gov.ir/NFI/Detail/15494
178,SERETIDE,52343,"SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/250 ug/1{dose} 120DOSE","AEROSOL, METERED",RESPIRATORY,Glaxosmithkline Llc,1397/02/03,"[{'insurance': 'tamin', 'MinPrice': 308400, 'MaxPrice': 354700}, {'insurance': 'niro_mosalah', 'MinPrice': 75000, 'MaxPrice': 75000}]",700000,06267325500620,3290905352681937,250 MICROGRAM in 1 INHALER,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,https://irc.fda.gov.ir//content/Images/packageimage-notavailable.png,تركيب سالمترول و فلوتيكازون در درمان نگه‌دارنده و طولانی‌مدت آسم و نيز بيماري‎‌هاي برگشت‎پذير انسدادي مجاري هوايي در بيماران با سن 4 سال يا بزرگ‌تر كاربرد دارد.,,,"1- مصرف تركيب سالمترول-فلوتيكازون در مادران شيرده مي‎بايست بااحتیاط فراوان صورت گيرد.
2- به دلیل احتمال بروز تأخیر در رشد كودكان مصرف دارو در كودكان بايد با احتياط و با پايش بيمار صورت گيرد.
3- در سالمندان،  بيماران مشكوك يا مبتلا به سل و در موارد عفونت‌های درمان‌نشده،  بيماران مبتلا به آريتمي‎‌هاي قلبي، عدم‌کفایت عروق كرونر، فشارخون بالا، تشنج (يا صرع) و تيروتوكسيكوز با احتیاط فراوان مصرف شود.","1- مصرف تركيب سالمترول-فلوتيكازون در مادران شيرده مي‎بايست بااحتیاط فراوان صورت گيرد.
2- به دلیل احتمال بروز تأخیر در رشد كودكان مصرف دارو در كودكان بايد با احتياط و با پايش بيمار صورت گيرد.
3- در سالمندان،  بيماران مشكوك يا مبتلا به سل و در موارد عفونت‌های درمان‌نشده،  بيماران مبتلا به آريتمي‎‌هاي قلبي، عدم‌کفایت عروق كرونر، فشارخون بالا، تشنج (يا صرع) و تيروتوكسيكوز با احتیاط فراوان مصرف شود.",مصرف همزمان ضدافسردگي‎‌هاي سه حلقه‌ای و مهاركننده‎‌هاي آنزيم مونوآمين اكسيداز با فرآورده‎‌هاي حاوي سالمترول باعث تشديد اثرات بتا آگونيست بر روي سيستم عروقي می‌شود. اين تداخل تا 2 هفته پس از قطع مصرف دارو‌هاي ضدافسردگي نيز می‌تواند روي دهد. بتابلوكر‌ها به‌خصوص انواع غیرانتخابی می‌توانند باعث مهار اثر بتا آگونيستي سالمترول و نيز تشديد برونكواسپام بيمار آسمي شوند. مدر‌هاي دفع‌کننده پتاسيم و مدر‌هاي تيازيدي می‌توانند باعث تشديد هيپوكالمي و اثرات قلبي-عروقي شوند. مهاركننده‎‌هاي سيستم سيتوكروم اکسیداز کبدی باعث افزايش غلظت پلاسمايي این دارو مي‌شوند.,"1- رشد كودكان مصرف‌کننده اين دارو  به‌طور مرتب تحت نظر قرار داده شود.
2- اين دارو براي كنترل بيماري آسم و پيشگيري از حملات آسم تجویزشده است از مصرف آن براي تسكين حمله آسم اجتناب شود. براي تسكين حملات همواره اسپري سريع‎الاثر سالبوتامول به همراه بیمار باشد.
3- اگر علائم آسم بیمار بهبود نيافته و مجبور به استفاده مكرر از اسپري سريع‎الاثر سالبوتامول خود براي تسكين حملات آسم هست، اين يك هشدارها براي خروج بيماري از كنترل بوده، سريعاً به پزشك مراجعه شود.",https://irc.fda.gov.ir/NFI/Detail/15550
179,EUDEMINE,10730,DIAZOXIDE CAPSULE ORAL 50 mg,CAPSULE,ORAL,Rph Pharmaceuticals Ab,1397/06/31,"[{'insurance': 'niro_mosalah', 'MinPrice': 210000, 'MaxPrice': 210000}]",46000,06261329603240,6778930843131026,100 CAPSULE in 5 BLISTER PACK in 1 BOX,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6b8940a6-6cd1-4845-9919-d99df016638d,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=6b8940a6-6cd1-4845-9919-d99df016638d,,,,,,,,https://irc.fda.gov.ir/NFI/Detail/15728
180,PRADAXA,19438,DABIGATRAN ETEXILATE (AS MESYLATE) CAPSULE ORAL 150 mg,CAPSULE,ORAL,Boehringer Ingelheim,1395/08/12,"[{'insurance': 'niro_mosalah', 'MinPrice': 32500, 'MaxPrice': 32500}]",0,08699693150127,2507431623999754,61 MILLIGRAM in 1 BLISTER PACK,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=b80ec35f-16c0-4957-ae7b-d930aaac30f8,https://irc.fda.gov.ir//AttachmentApi/LoadAttachment?id=b80ec35f-16c0-4957-ae7b-d930aaac30f8,دابیگاتران در پیش¬گیری از ترومبوآمبولی وریدی، پس از جراحی¬های جایگزینی کامل لگن و یا زانو استفاده می¬شود.,,,"1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.","1- شروع اثر دارو سریع است و از آن¬جا که رایج¬ترین عارضه جانبی آن خونریزی است، بیمار باید در مورد علائم خونریزی یا کم¬خونی پایش شود.
2- در سالمندان، افراد با وزن کم¬تر از 50کیلوگرم، سابقه عمل جراحی اخیر، سابقه بی¬هوشی همراه با قرار دادن کاتتر پس از عمل، اختلالات خونی، زخم فعال گوارشی و مصرف هم¬زمان داروهایی که احتمال خطر خونریزی را افزایش می¬دهند با احتیاط مصرف شود.",دابیگاتران با داروهای ضددرد، ضد آریتمی و مسددهای کانال کلسیم تداخل دارد.,,https://irc.fda.gov.ir/NFI/Detail/15691
